# 自动生成于 2026/05/22 20:50
# 城市: 湖南电信
# 质量阈值: 5
# 配置数量: 20
# 格式: 网关IP:端口,选项
# 选项说明: 0/10=固定C段(/stat或/status), 2/12=C段范围(/stat或/status)

58.46.28.1:4022,12
58.46.70.1:8188,12
58.46.78.1:8188,12
58.46.178.1:4022,12
58.46.200.1:4022,12
58.46.203.1:4022,12
61.187.148.1:4022,10
113.219.38.1:8887,12
113.219.39.1:8887,12
113.219.41.1:8887,12
118.248.195.1:8889,12
118.251.97.1:8188,12
175.8.130.1:4000,12
175.8.181.1:7878,12
175.10.47.1:8177,12
175.15.57.1:4022,12
175.15.58.1:4022,12
220.169.109.1:802,12
222.241.176.1:8888,12
223.156.138.1:4022,12
