陕西电信-组播1,#genre#
韩城综合,http://36.46.98.62:8025/rtp/239.109.205.72:8512
高尔夫网球,http://36.46.98.62:8025/rtp/239.111.205.73:5140

陕西电信-组播3,#genre#
陕西影视,http://www.gaolao.top:8008/rtp/239.112.205.21:5140
陕西影视,http://www.gaolao.top:8008/rtp/239.111.205.99:5140

CHC高清电影,http://www.gaolao.top:8008/rtp/239.112.205.206:5140
CHC动作电影,http://www.gaolao.top:8008/rtp/239.112.205.207:5140
CHC家庭影院,http://www.gaolao.top:8008/rtp/239.112.205.205:5140
CCTV风云音乐,http://www.gaolao.top:8008/rtp/239.111.205.69:5140
CCTV世界地理,http://www.gaolao.top:8008/rtp/239.111.205.71:5140
CCTV第一剧场,http://www.gaolao.top:8008/rtp/239.111.205.65:5140
CCTV风云剧场,http://www.gaolao.top:8008/rtp/239.111.205.66:5140
CCTV央视精品,http://www.gaolao.top:8008/rtp/239.111.205.75:5140
CCTV兵器科技,http://www.gaolao.top:8008/rtp/239.111.205.74:5140
CCTV风云足球,http://www.gaolao.top:8008/rtp/239.111.205.68:5140
CCTV怀旧剧场,http://www.gaolao.top:8008/rtp/239.111.205.67:5140
CCTV女性时尚,http://www.gaolao.top:8008/rtp/239.111.205.72:5140
CCTV央视台球,http://www.gaolao.top:8008/rtp/239.111.205.70:5140
优优宝贝,http://www.gaolao.top:8008/rtp/239.111.205.62:5140
凤凰中文,http://www.gaolao.top:8008/rtp/239.111.205.78:5140
凤凰资讯,http://www.gaolao.top:8008/rtp/239.111.205.82:5140
北京卡酷少儿,http://www.gaolao.top:8008/rtp/239.112.205.138:5140
湖南金鹰纪实,http://www.gaolao.top:8008/rtp/239.112.205.203:5140
湖南金鹰卡通,http://www.gaolao.top:8008/rtp/239.112.205.136:5140
四川车迷频道,http://www.gaolao.top:8008/rtp/239.111.205.63:5140
天津环球旅游,http://www.gaolao.top:8008/rtp/239.111.205.61:5140
天津环球旅游,http://www.gaolao.top:8008/rtp/239.110.205.74:8004
上海都市剧场,http://www.gaolao.top:8008/rtp/239.111.205.2:5140
上海游戏风云,http://www.gaolao.top:8008/rtp/239.111.205.4:5140
上海欢笑剧场,http://www.gaolao.top:8008/rtp/239.112.205.236:5140
上海纪实人文,http://www.gaolao.top:8008/rtp/239.112.205.204:5140
广东嘉佳卡通,http://www.gaolao.top:8008/rtp/239.112.205.135:5140
江苏优漫卡通,http://www.gaolao.top:8008/rtp/239.112.205.185:5140
极速汽车,http://www.gaolao.top:8008/rtp/239.109.205.64:8448
极速汽车,http://www.gaolao.top:8008/rtp/239.111.205.185:5140
央广购物,http://www.gaolao.top:8008/rtp/239.109.205.75:8536
优购物,http://www.gaolao.top:8008/rtp/239.109.205.101:8744
家有购物,http://www.gaolao.top:8008/rtp/239.110.205.31:9788

咸阳综合[720*576],http://www.gaolao.top:8008/rtp/239.112.205.141:5140
商洛,http://www.gaolao.top:8008/rtp/239.109.205.69:8488
商洛,http://www.gaolao.top:8008/rtp/239.112.205.189:5140
安康综合,http://www.gaolao.top:8008/rtp/239.109.205.104:8768
安康综合,http://www.gaolao.top:8008/rtp/239.112.205.216:5140
安康镇坪,http://www.gaolao.top:8008/rtp/239.109.205.67:8472
安康镇坪,http://www.gaolao.top:8008/rtp/239.111.205.27:5140
宝鸡,http://www.gaolao.top:8008/rtp/239.112.205.144:5140
宝鸡,http://www.gaolao.top:8008/rtp/239.112.205.147:5140
宝鸡1,http://www.gaolao.top:8008/rtp/239.112.205.143:5140
宝鸡2,http://www.gaolao.top:8008/rtp/239.112.205.148:5140
山西优购物,http://www.gaolao.top:8008/rtp/239.112.205.209:5140
延安1[720*576],http://www.gaolao.top:8008/rtp/239.112.205.169:5140
榆林1,http://www.gaolao.top:8008/rtp/239.110.205.42:9882
榆林1[720*576],http://www.gaolao.top:8008/rtp/239.112.205.177:5140
榆林2[720*576],http://www.gaolao.top:8008/rtp/239.111.205.249:5140
渭南新闻,http://www.gaolao.top:8008/rtp/239.110.205.37:9854
渭南新闻,http://www.gaolao.top:8008/rtp/239.111.205.19:5140
渭南新闻[720*576],http://www.gaolao.top:8008/rtp/239.111.205.94:5140
西安1,http://www.gaolao.top:8008/rtp/239.109.205.130:8976
西安2,http://www.gaolao.top:8008/rtp/239.109.205.131:8984
西安3,http://www.gaolao.top:8008/rtp/239.110.205.38:9858
西安4,http://www.gaolao.top:8008/rtp/239.110.205.39:9862
西安丝路频道,http://www.gaolao.top:8008/rtp/239.112.205.176:5140
西安乐购购物,http://www.gaolao.top:8008/rtp/239.111.205.30:5140
西安商务资讯,http://www.gaolao.top:8008/rtp/239.112.205.174:5140
西安戏剧影视,http://www.gaolao.top:8008/rtp/239.112.205.175:5140
西安教育,http://www.gaolao.top:8008/rtp/239.110.205.24:9842
西安教育频道,http://www.gaolao.top:8008/rtp/239.112.205.142:5140
西安新闻综合,http://www.gaolao.top:8008/rtp/239.111.205.242:5140
西安都市频道,http://www.gaolao.top:8008/rtp/239.111.205.243:5140
铜川,http://www.gaolao.top:8008/rtp/239.109.205.194:9638
铜川[785*576],http://www.gaolao.top:8008/rtp/239.111.205.29:5140
陕西1套,http://www.gaolao.top:8008/rtp/239.109.205.2:9120
陕西1套,http://www.gaolao.top:8008/rtp/239.110.205.83:7944
陕西1套,http://www.gaolao.top:8008/rtp/239.112.205.18:5140
陕西2套,http://www.gaolao.top:8008/rtp/239.109.205.3:9128
陕西2套,http://www.gaolao.top:8008/rtp/239.110.205.84:7940
陕西2套,http://www.gaolao.top:8008/rtp/239.112.205.19:5140
陕西3套,http://www.gaolao.top:8008/rtp/239.109.205.4:9136
陕西4套,http://www.gaolao.top:8008/rtp/239.109.205.5:9144
陕西5套,http://www.gaolao.top:8008/rtp/239.109.205.6:9152
陕西6套,http://www.gaolao.top:8008/rtp/239.109.205.7:9160
陕西6套,http://www.gaolao.top:8008/rtp/239.112.205.23:5140
陕西7套,http://www.gaolao.top:8008/rtp/239.109.205.8:9168
陕西7套,http://www.gaolao.top:8008/rtp/239.110.205.85:7936
陕西7套,http://www.gaolao.top:8008/rtp/239.112.205.24:5140
陕西8套,http://www.gaolao.top:8008/rtp/239.109.205.217:9706
陕西乐家购物,http://www.gaolao.top:8008/rtp/239.111.205.101:5140
陕西体育休闲,http://www.gaolao.top:8008/rtp/239.111.205.36:5140
陕西公共,http://www.gaolao.top:8008/rtp/239.111.205.100:5140
陕西农林卫视,http://www.gaolao.top:8008/rtp/239.112.205.26:5140
陕西新闻资讯,http://www.gaolao.top:8008/rtp/239.111.205.28:5140
陕西生活,http://www.gaolao.top:8008/rtp/239.111.205.98:5140
陕西秦腔频道,http://www.gaolao.top:8008/rtp/239.112.205.22:5140
陕西西部电影,http://www.gaolao.top:8008/rtp/239.111.205.41:5140
陕西都市青春,http://www.gaolao.top:8008/rtp/239.111.205.42:5140
陕西银铃频道,http://www.gaolao.top:8008/rtp/239.112.205.20:5140

BesTV体育,http://www.gaolao.top:8008/rtp/239.111.205.23:5140
CCTV-1综艺,http://www.gaolao.top:8008/rtp/239.112.205.59:5140
CCTV-3综合,http://www.gaolao.top:8008/rtp/239.112.205.221:5140
丝路,http://www.gaolao.top:8008/rtp/239.110.205.40:9866
中视购物[768*576],http://www.gaolao.top:8008/rtp/239.111.205.96:5140
佛坪,http://www.gaolao.top:8008/rtp/239.112.205.229:5140
全纪实,http://www.gaolao.top:8008/rtp/239.111.205.3:5140
兴平融媒[785*576],http://www.gaolao.top:8008/rtp/239.112.205.168:5140
农林卫视,http://www.gaolao.top:8008/rtp/239.112.205.27:5140
凤翔,http://www.gaolao.top:8008/rtp/239.111.205.244:5140
勉县综合,http://www.gaolao.top:8008/rtp/239.110.205.53:9938
勉县综合,http://www.gaolao.top:8008/rtp/239.112.205.239:5140
千阳,http://www.gaolao.top:8008/rtp/239.111.205.250:5140
华州综合,http://www.gaolao.top:8008/rtp/239.109.205.93:8680
华州综合[768*576],http://www.gaolao.top:8008/rtp/239.112.205.192:5140
华阴1,http://www.gaolao.top:8008/rtp/239.109.205.63:8440
华阴[720*576],http://www.gaolao.top:8008/rtp/239.112.205.193:5140
南郑,http://www.gaolao.top:8008/rtp/239.110.205.82:7948
南郑,http://www.gaolao.top:8008/rtp/239.111.205.8:5140
台球,http://www.gaolao.top:8008/rtp/239.110.205.22:9834
圆点导视,http://www.gaolao.top:8008/rtp/239.112.205.237:5140
圆点影视,http://www.gaolao.top:8008/rtp/239.111.205.64:5140
圆点影视,http://www.gaolao.top:8008/rtp/239.110.205.77:8016
圆点生活,http://www.gaolao.top:8008/rtp/239.109.205.192:9608
太白,http://www.gaolao.top:8008/rtp/239.111.205.251:5140
央广购物[768*576],http://www.gaolao.top:8008/rtp/239.112.205.208:5140
宁强,http://www.gaolao.top:8008/rtp/239.111.205.18:5140
家家购物,http://www.gaolao.top:8008/rtp/239.110.205.30:9784
家有购物[768*576],http://www.gaolao.top:8008/rtp/239.111.205.95:5140
富平,http://www.gaolao.top:8008/rtp/239.109.205.71:8504
富平,http://www.gaolao.top:8008/rtp/239.112.205.188:5140
岚皋,http://www.gaolao.top:8008/rtp/239.111.205.248:5140
悦美生活,http://www.gaolao.top:8008/rtp/239.110.205.81:7952
悦美生活,http://www.gaolao.top:8008/rtp/239.111.205.7:5140
扶风,http://www.gaolao.top:8008/rtp/239.111.205.80:5140
曲艺大观,http://www.gaolao.top:8008/rtp/239.111.205.31:5140
杨凌[785*576],http://www.gaolao.top:8008/rtp/239.111.205.253:5140
洋县电视台,http://www.gaolao.top:8008/rtp/239.111.205.77:5140
潼关综合[720*576],http://www.gaolao.top:8008/rtp/239.111.205.12:5140
生态环境,http://www.gaolao.top:8008/rtp/239.111.205.60:5140
生态环境,http://www.gaolao.top:8008/rtp/239.110.205.73:8000
留坝,http://www.gaolao.top:8008/rtp/239.110.205.54:9942
留坝,http://www.gaolao.top:8008/rtp/239.112.205.240:5140
略阳,http://www.gaolao.top:8008/rtp/239.110.205.50:9926
略阳,http://www.gaolao.top:8008/rtp/239.112.205.235:5140
白水,http://www.gaolao.top:8008/rtp/239.109.205.87:8632
百事直播,http://www.gaolao.top:8008/rtp/239.111.205.20:5140
百事直播,http://www.gaolao.top:8008/rtp/239.111.205.21:5140
百事直播,http://www.gaolao.top:8008/rtp/239.111.205.22:5140
百事直播,http://www.gaolao.top:8008/rtp/239.111.205.25:5140
百事直播,http://www.gaolao.top:8008/rtp/239.111.205.43:5140
百事直播,http://www.gaolao.top:8008/rtp/239.111.205.47:5140
百事直播,http://www.gaolao.top:8008/rtp/239.111.205.49:5140
百事直播,http://www.gaolao.top:8008/rtp/239.111.205.202:5140
百事直播,http://www.gaolao.top:8008/rtp/239.111.205.203:5140
直播室101,http://www.gaolao.top:8008/rtp/239.109.205.170:9612
直播室102,http://www.gaolao.top:8008/rtp/239.109.205.171:9614
直播室103,http://www.gaolao.top:8008/rtp/239.109.205.172:9616
直播室104,http://www.gaolao.top:8008/rtp/239.109.205.173:9618
直播室105,http://www.gaolao.top:8008/rtp/239.109.205.174:9620
直播室105,http://www.gaolao.top:8008/rtp/239.111.205.24:5140
直播室106,http://www.gaolao.top:8008/rtp/239.109.205.175:9622
直播室107,http://www.gaolao.top:8008/rtp/239.109.205.176:9624
直播室107,http://www.gaolao.top:8008/rtp/239.111.205.26:5140
直播室108,http://www.gaolao.top:8008/rtp/239.109.205.219:9714
直播室109,http://www.gaolao.top:8008/rtp/239.109.205.220:9718
直播室109,http://www.gaolao.top:8008/rtp/239.111.205.44:5140
直播室110,http://www.gaolao.top:8008/rtp/239.109.205.221:9722
直播室110,http://www.gaolao.top:8008/rtp/239.111.205.45:5140
直播室111,http://www.gaolao.top:8008/rtp/239.109.205.222:9726
直播室111,http://www.gaolao.top:8008/rtp/239.111.205.46:5140
直播室201,http://www.gaolao.top:8008/rtp/239.109.205.108:8800
直播室201,http://www.gaolao.top:8008/rtp/239.111.205.199:5140
直播室202,http://www.gaolao.top:8008/rtp/239.109.205.109:8808
直播室202,http://www.gaolao.top:8008/rtp/239.111.205.200:5140
直播室203,http://www.gaolao.top:8008/rtp/239.109.205.110:8816
直播室203,http://www.gaolao.top:8008/rtp/239.111.205.201:5140
直播室204,http://www.gaolao.top:8008/rtp/239.109.205.111:8824
直播室205,http://www.gaolao.top:8008/rtp/239.109.205.112:8832
直播室206,http://www.gaolao.top:8008/rtp/239.109.205.113:8840
直播室206,http://www.gaolao.top:8008/rtp/239.111.205.204:5140
直播室207,http://www.gaolao.top:8008/rtp/239.109.205.114:8848
直播室207,http://www.gaolao.top:8008/rtp/239.111.205.205:5140
直播室208,http://www.gaolao.top:8008/rtp/239.109.205.223:9730
直播室209,http://www.gaolao.top:8008/rtp/239.109.205.224:9734
直播室209,http://www.gaolao.top:8008/rtp/239.111.205.48:5140
直播室210,http://www.gaolao.top:8008/rtp/239.109.205.225:9738
直播室211,http://www.gaolao.top:8008/rtp/239.109.205.226:9742
直播室211,http://www.gaolao.top:8008/rtp/239.111.205.50:5140
眉县新闻,http://www.gaolao.top:8008/rtp/239.111.205.81:5140
精选,http://www.gaolao.top:8008/rtp/239.110.205.56:9950
紫阳,http://www.gaolao.top:8008/rtp/239.112.205.220:5140
紫阳,http://www.gaolao.top:8008/rtp/239.109.205.74:8528
聚鲨环球,http://www.gaolao.top:8008/rtp/239.110.205.34:9800
聚鲨环球,http://www.gaolao.top:8008/rtp/239.112.205.158:5140
蒲城综合[720*576],http://www.gaolao.top:8008/rtp/239.112.205.194:5140
融媒直播,http://www.gaolao.top:8008/rtp/239.111.205.6:5140
西乡融媒,http://www.gaolao.top:8008/rtp/239.111.205.17:5140
西教一,http://www.gaolao.top:8008/rtp/239.110.205.59:9910
西教三,http://www.gaolao.top:8008/rtp/239.110.205.48:9918
西教三,http://www.gaolao.top:8008/rtp/239.112.205.241:5140
西教二,http://www.gaolao.top:8008/rtp/239.110.205.47:9914
西教二,http://www.gaolao.top:8008/rtp/239.112.205.242:5140
西部电影,http://www.gaolao.top:8008/rtp/239.111.205.102:5140
足球,http://www.gaolao.top:8008/rtp/239.110.205.25:9846
陇县,http://www.gaolao.top:8008/rtp/239.111.205.252:5140
陕视直播,http://www.gaolao.top:8008/rtp/239.112.205.217:5140
陕视直播,http://www.gaolao.top:8008/rtp/239.110.205.41:9874
陕视融媒,http://www.gaolao.top:8008/rtp/239.110.205.52:9934
韩城综合,http://www.gaolao.top:8008/rtp/239.109.205.72:8512
高尔夫网球,http://www.gaolao.top:8008/rtp/239.111.205.73:5140
